nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.176359748840332031e+01,5.287689685821533203e+00,1.396438884735107422e+01,4.445651054382324219e+00,4.875742912292480469e+00,2.567007064819335938e+00,3.239050865173339844e+00,2.409047126770019531e+00,2.388163089752197266e+00,4.347091197967529297e+00,5.443888664245605469e+00,2.331411838531494141e+00,1.046006965637207031e+01,3.161980152130126953e+00,6.320577144622802734e+00,0.000000000000000000e+00
2.971726989746093750e+01,2.486356258392333984e+00,2.026524543762207031e+01,6.137500762939453125e+00,4.988091468811035156e+00,2.761657476425170898e+00,3.042851686477661133e+00,1.516459465026855469e+00,3.407379627227783203e+00,3.619507312774658203e+00,4.645843982696533203e+00,3.155861616134643555e+00,7.327602386474609375e+00,4.200127124786376953e+00,6.210395336151123047e+00,0.000000000000000000e+00
2.944733619689941406e+01,1.156894564628601074e+00,1.937625694274902344e+01,6.222433090209960938e+00,5.150956153869628906e+00,3.152530670166015625e+00,3.926558971405029297e+00,2.278461217880249023e+00,3.136276006698608398e+00,3.977016925811767578e+00,5.446404457092285156e+00,2.932545661926269531e+00,4.802491664886474609e+00,4.390508651733398438e+00,5.214366436004638672e+00,0.000000000000000000e+00
2.980361747741699219e+01,1.004632234573364258e+00,2.053244400024414062e+01,6.619100093841552734e+00,5.731460571289062500e+00,2.869974613189697266e+00,4.005304336547851562e+00,2.747102975845336914e+00,3.413238763809204102e+00,4.149736404418945312e+00,4.420051097869873047e+00,2.904927015304565430e+00,5.760793209075927734e+00,4.221751213073730469e+00,5.280280590057373047e+00,0.000000000000000000e+00
2.860828018188476562e+01,1.783819437026977539e+00,2.278093528747558594e+01,7.983546257019042969e+00,7.076389789581298828e+00,4.052944660186767578e+00,3.884557723999023438e+00,2.861901044845581055e+00,3.177889823913574219e+00,2.809120178222656250e+00,4.424874782562255859e+00,3.529846429824829102e+00,3.595081806182861328e+00,5.162167549133300781e+00,5.810094356536865234e+00,0.000000000000000000e+00
3.252696228027343750e+01,6.149081230163574219e+00,1.338024520874023438e+01,5.187301635742187500e+00,4.416509151458740234e+00,3.666106700897216797e+00,3.652138710021972656e+00,2.792687892913818359e+00,3.671679973602294922e+00,4.277859687805175781e+00,6.332383632659912109e+00,2.546656370162963867e+00,8.577007293701171875e+00,3.496091842651367188e+00,6.655842781066894531e+00,0.000000000000000000e+00
3.158738899230957031e+01,1.115344524383544922e+01,8.781830787658691406e+00,5.348973274230957031e+00,4.381087779998779297e+00,4.039588928222656250e+00,7.659063339233398438e+00,2.417328119277954102e+00,3.608916282653808594e+00,9.385672569274902344e+00,7.750098705291748047e+00,3.784062862396240234e+00,1.318027305603027344e+01,5.441352367401123047e+00,8.859643936157226562e+00,0.000000000000000000e+00
3.047018814086914062e+01,2.454033136367797852e+00,1.297820472717285156e+01,5.815828800201416016e+00,5.557818412780761719e+00,4.368982315063476562e+00,3.971301555633544922e+00,2.169674634933471680e+00,4.250022888183593750e+00,5.268058776855468750e+00,5.734424591064453125e+00,3.011787176132202148e+00,9.518857002258300781e+00,3.137964248657226562e+00,6.638454437255859375e+00,0.000000000000000000e+00
2.829186630249023438e+01,3.744027376174926758e+00,7.574537277221679688e+00,8.789924621582031250e+00,2.614721298217773438e+00,3.828476428985595703e+00,5.325151443481445312e+00,3.150502443313598633e+00,5.192741394042968750e+00,5.491225719451904297e+00,5.089941978454589844e+00,4.079910278320312500e+00,9.397061347961425781e+00,4.877373218536376953e+00,4.450695514678955078e+00,0.000000000000000000e+00
3.431504058837890625e+01,5.395780563354492188e+00,2.900448322296142578e+00,8.709140777587890625e+00,3.487076997756958008e+00,2.807862758636474609e+00,5.858457565307617188e+00,3.125256776809692383e+00,3.606237411499023438e+00,8.497472763061523438e+00,6.087046146392822266e+00,3.493639945983886719e+00,1.210109233856201172e+01,4.988506317138671875e+00,5.472295761108398438e+00,0.000000000000000000e+00
2.777145004272460938e+01,5.158260345458984375e+00,1.355649662017822266e+01,4.486045360565185547e+00,4.744712352752685547e+00,3.541962146759033203e+00,3.894918203353881836e+00,3.805622816085815430e+00,3.048566102981567383e+00,2.951461553573608398e+00,2.989330768585205078e+00,2.365315437316894531e+00,4.896903991699218750e+00,3.322835683822631836e+00,5.991669178009033203e+00,0.000000000000000000e+00
3.006809806823730469e+01,2.396750688552856445e+00,1.608535766601562500e+01,5.024418354034423828e+00,4.091958999633789062e+00,2.986176013946533203e+00,3.626685142517089844e+00,2.425364971160888672e+00,2.601211071014404297e+00,2.380258560180664062e+00,4.049037933349609375e+00,2.375181436538696289e+00,4.486080646514892578e+00,3.875466108322143555e+00,6.170680046081542969e+00,0.000000000000000000e+00
3.187536048889160156e+01,5.982593536376953125e+00,1.294263458251953125e+01,6.203162670135498047e+00,3.722054004669189453e+00,3.478614568710327148e+00,3.622930288314819336e+00,2.565286397933959961e+00,3.479966878890991211e+00,5.375184535980224609e+00,7.000711917877197266e+00,2.586669445037841797e+00,8.694796562194824219e+00,4.612896919250488281e+00,6.423783302307128906e+00,0.000000000000000000e+00
